County,WeekStartDate,ProbableCases,ConfirmedCases,7-Day Count,7-Day Average,Age 0-11,Age 12-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnkAge,14-Day Count,14-Day Case Rate,dtm_updated
Jefferson County,2020-06-14 00:00:00,0,1,1,0.14,0,0,0,0,0,1,0,0,5,18.64,2021-11-08 11:28:08
Jefferson County,2020-06-21 00:00:00,0,5,5,0.71,0,1,0,2,0,2,0,0,8,24.85,2021-11-08 11:28:08
Jefferson County,2020-06-28 00:00:00,0,3,3,0.43,0,0,2,0,0,1,0,0,6,18.64,2021-11-08 11:28:08
Jefferson County,2020-07-05 00:00:00,0,3,3,0.43,0,0,0,1,2,0,0,0,5,27.96,2021-11-08 11:28:08
Jefferson County,2020-07-12 00:00:00,0,6,6,0.86,0,4,1,0,0,1,0,0,6,18.64,2021-11-08 11:28:08
Jefferson County,2020-07-26 00:00:00,0,3,3,0.43,0,0,0,0,2,1,0,0,4,15.53,2021-11-08 11:28:08
Jefferson County,2020-08-02 00:00:00,0,2,2,0.29,0,1,0,0,0,1,0,0,8,24.85,2021-11-08 11:28:08
Jefferson County,2020-08-09 00:00:00,0,6,6,0.86,0,0,0,1,2,1,2,0,10,37.28,2021-11-08 11:28:08
Jefferson County,2020-08-16 00:00:00,0,6,6,0.86,1,1,2,1,0,1,0,0,9,27.96,2021-11-08 11:28:08
Jefferson County,2020-08-23 00:00:00,0,3,3,0.43,0,0,0,0,2,1,0,0,3,9.32,2021-11-08 11:28:08
Jefferson County,2020-09-06 00:00:00,0,1,1,0.14,0,0,0,0,0,1,0,0,1,3.11,2021-11-08 11:28:08
Jefferson County,2020-09-27 00:00:00,0,3,3,0.43,0,0,1,0,1,1,0,0,8,24.85,2021-11-08 11:28:08
Jefferson County,2020-10-04 00:00:00,0,5,5,0.71,0,0,0,1,2,2,0,0,7,21.75,2021-11-08 11:28:08
Jefferson County,2020-10-11 00:00:00,0,2,2,0.29,0,0,1,0,1,0,0,0,7,21.75,2021-11-08 11:28:08
Jefferson County,2020-10-18 00:00:00,0,5,5,0.71,0,0,0,1,3,1,0,0,7,24.85,2021-11-08 11:28:08
Jefferson County,2020-10-25 00:00:00,0,3,3,0.43,0,1,0,1,0,0,1,0,8,37.28,2021-11-08 11:28:08
Jefferson County,2020-11-01 00:00:00,0,9,9,1.29,0,4,0,4,1,0,0,0,30,99.41,2021-11-08 11:28:08
Jefferson County,2020-11-08 00:00:00,0,23,23,3.29,1,1,3,6,5,6,1,0,48,155.33,2021-11-08 11:28:08
Jefferson County,2020-11-15 00:00:00,0,27,27,3.86,1,1,2,4,7,8,4,0,42,136.69,2021-11-08 11:28:08
Jefferson County,2020-11-22 00:00:00,0,17,17,2.43,2,0,5,3,5,2,0,0,32,118.05,2021-11-08 11:28:08
Jefferson County,2020-11-29 00:00:00,0,21,21,3,3,3,5,4,3,1,2,0,28,96.3,2021-11-08 11:28:08
Jefferson County,2020-12-06 00:00:00,0,10,10,1.43,3,0,2,2,3,0,0,0,18,59.02,2021-11-08 11:28:08
Jefferson County,2020-12-13 00:00:00,0,9,9,1.29,1,0,2,1,1,2,2,0,16,65.24,2021-11-08 11:28:08
Jefferson County,2020-12-20 00:00:00,1,11,12,1.71,1,4,1,2,2,2,0,0,29,93.2,2021-11-08 11:28:08
Jefferson County,2020-12-27 00:00:00,0,18,18,2.57,0,1,3,2,3,7,2,0,36,124.26,2021-11-08 11:28:08
Jefferson County,2021-01-03 00:00:00,0,22,22,3.14,3,1,3,2,11,1,1,0,38,127.37,2021-11-08 11:28:08
Jefferson County,2021-01-10 00:00:00,1,18,19,2.71,1,2,5,6,2,3,0,0,26,83.88,2021-11-08 11:28:08
Jefferson County,2021-01-17 00:00:00,0,8,8,1.14,0,1,4,3,0,0,0,0,19,105.62,2021-11-08 11:28:08
Jefferson County,2021-01-24 00:00:00,0,26,26,3.71,4,11,2,4,1,4,0,0,38,121.16,2021-11-08 11:28:08
Jefferson County,2021-01-31 00:00:00,0,13,13,1.86,0,1,10,0,2,0,0,0,18,62.13,2021-11-08 11:28:08
Jefferson County,2021-02-07 00:00:00,0,7,7,1,1,1,0,1,4,0,0,0,9,27.96,2021-11-08 11:28:08
Jefferson County,2021-02-14 00:00:00,0,2,2,0.29,0,0,0,0,1,0,1,0,6,21.75,2021-11-08 11:28:08
Jefferson County,2021-02-21 00:00:00,0,5,5,0.71,0,1,2,1,0,1,0,0,5,15.53,2021-11-08 11:28:08
Jefferson County,2021-03-07 00:00:00,0,1,1,0.14,0,0,1,0,0,0,0,0,4,24.85,2021-11-08 11:28:08
Jefferson County,2021-03-14 00:00:00,0,7,7,1,3,1,2,0,1,0,0,0,7,21.75,2021-11-08 11:28:08
Jefferson County,2021-03-28 00:00:00,1,7,8,1.14,1,0,2,1,4,0,0,0,16,55.92,2021-11-08 11:28:08
Jefferson County,2021-04-04 00:00:00,0,10,10,1.43,1,1,4,4,0,0,0,0,21,74.56,2021-11-08 11:28:08
Jefferson County,2021-04-11 00:00:00,0,14,14,2,1,2,0,4,7,0,0,0,23,71.45,2021-11-08 11:28:08
Jefferson County,2021-04-18 00:00:00,0,9,9,1.29,0,0,3,1,4,1,0,0,20,62.13,2021-11-08 11:28:08
Jefferson County,2021-04-25 00:00:00,1,10,11,1.57,0,0,4,2,3,1,1,0,18,65.24,2021-11-08 11:28:08
Jefferson County,2021-05-02 00:00:00,0,10,10,1.43,3,0,2,1,2,2,0,0,14,49.7,2021-11-08 11:28:08
Jefferson County,2021-05-09 00:00:00,0,6,6,0.86,1,1,1,0,2,1,0,0,9,27.96,2021-11-08 11:28:08
Jefferson County,2021-05-16 00:00:00,0,3,3,0.43,0,0,0,1,2,0,0,0,3,9.32,2021-11-08 11:28:08
Jefferson County,2021-05-30 00:00:00,1,4,5,0.71,0,1,0,0,2,2,0,0,17,59.02,2021-11-08 11:28:08
Jefferson County,2021-06-06 00:00:00,3,11,14,2,0,2,2,5,1,3,1,0,20,68.34,2021-11-08 11:28:08
Jefferson County,2021-06-13 00:00:00,1,7,8,1.14,2,0,3,1,0,2,0,0,14,43.49,2021-11-08 11:28:08
Jefferson County,2021-06-20 00:00:00,0,6,6,0.86,0,0,2,1,3,0,0,0,10,37.28,2021-11-08 11:28:08
Jefferson County,2021-06-27 00:00:00,0,6,6,0.86,1,1,0,1,2,0,1,0,11,49.7,2021-11-08 11:28:08
Jefferson County,2021-07-04 00:00:00,5,5,10,1.43,2,3,1,3,0,1,0,0,14,52.81,2021-11-08 11:28:08
Jefferson County,2021-07-11 00:00:00,0,7,7,1,0,3,0,2,0,2,0,0,20,71.45,2021-11-08 11:28:08
Jefferson County,2021-07-18 00:00:00,3,13,16,2.29,2,1,4,5,1,3,0,0,40,152.22,2021-11-08 11:28:08
Jefferson County,2021-07-25 00:00:00,7,26,33,4.71,3,6,8,8,3,5,0,0,60,208.14,2021-11-08 11:28:08
Jefferson County,2021-08-01 00:00:00,6,28,34,4.86,5,2,11,3,7,5,1,0,67,254.74,2021-11-08 11:28:08
Jefferson County,2021-08-08 00:00:00,6,42,48,6.86,11,4,9,8,7,9,0,0,86,270.27,2021-11-08 11:28:08
Jefferson County,2021-08-15 00:00:00,5,34,39,5.57,1,0,10,9,13,6,0,0,85,288.91,2021-11-08 11:28:08
Jefferson County,2021-08-22 00:00:00,4,50,54,7.71,6,2,12,16,10,7,1,0,136,481.52,2021-11-08 11:28:08
Jefferson County,2021-08-29 00:00:00,32,69,101,14.43,7,12,14,20,20,15,12,1,152,549.86,2021-11-08 11:28:08
Jefferson County,2021-09-05 00:00:00,18,58,76,10.86,21,4,15,17,13,3,2,1,121,406.96,2021-11-08 11:28:08
Jefferson County,2021-09-12 00:00:00,11,44,55,7.86,5,5,11,14,8,9,3,0,83,310.66,2021-11-08 11:28:08
Jefferson County,2021-09-19 00:00:00,18,27,45,6.43,10,7,6,8,6,8,0,0,62,229.89,2021-11-08 11:28:08
Jefferson County,2021-09-26 00:00:00,12,17,29,4.14,8,4,3,5,6,2,1,0,40,146.01,2021-11-08 11:28:08
Jefferson County,2021-10-03 00:00:00,6,12,18,2.57,5,2,0,4,4,2,1,0,34,121.16,2021-11-08 11:28:08
Jefferson County,2021-10-10 00:00:00,3,18,21,3,3,2,4,4,5,2,1,0,55,232.99,2021-11-08 11:28:08
Jefferson County,2021-10-17 00:00:00,10,44,54,7.71,11,9,6,14,10,4,0,0,73,254.74,2021-11-08 11:28:08
Jefferson County,2021-10-24 00:00:00,5,23,28,4,6,3,4,6,5,3,1,0,44,158.43,2021-11-08 11:28:08
Jefferson County,2021-10-31 00:00:00,5,18,23,3.29,4,3,5,3,5,3,0,0,7,0,2021-11-08 11:28:08
King County,2020-02-16 00:00:00,0,2,2,0.29,0,0,0,0,0,1,1,0,33,1.55,2021-11-08 11:28:08
King County,2020-02-23 00:00:00,0,33,33,4.71,0,2,2,6,8,10,5,0,187,8.27,2021-11-08 11:28:08
King County,2020-03-01 00:00:00,0,154,154,22,0,0,14,21,31,38,50,0,650,29.28,2021-11-08 11:28:08
King County,2020-03-08 00:00:00,0,508,508,72.57,4,8,75,100,103,132,86,0,1314,58.47,2021-11-08 11:28:08
King County,2020-03-15 00:00:00,0,814,814,116.29,2,6,166,189,216,141,94,0,1921,85.54,2021-11-08 11:28:08
King County,2020-03-22 00:00:00,0,1120,1120,160,2,11,231,283,312,163,118,0,2287,103.19,2021-11-08 11:28:08
King County,2020-03-29 00:00:00,0,1213,1213,173.29,10,36,258,272,332,189,115,1,2127,95.28,2021-11-08 11:28:08
King County,2020-04-05 00:00:00,0,941,941,134.43,7,20,195,223,263,133,99,1,1678,76.08,2021-11-08 11:28:08
King County,2020-04-12 00:00:00,0,779,779,111.29,14,28,167,199,208,95,68,0,1402,63.3,2021-11-08 11:28:08
King County,2020-04-19 00:00:00,0,652,652,93.14,11,18,173,147,168,81,54,0,1256,57.32,2021-11-08 11:28:08
King County,2020-04-26 00:00:00,0,644,644,92,18,22,172,159,154,68,51,0,1108,51.13,2021-11-08 11:28:08
King County,2020-05-03 00:00:00,0,512,512,73.14,23,25,139,152,93,41,39,0,905,42.42,2021-11-08 11:28:08
King County,2020-05-10 00:00:00,0,447,447,63.86,30,24,119,109,87,49,29,0,739,34.72,2021-11-08 11:28:08
King County,2020-05-17 00:00:00,0,338,338,48.29,21,25,89,88,63,27,25,0,638,29.9,2021-11-08 11:28:08
King County,2020-05-24 00:00:00,0,338,338,48.29,20,18,98,98,60,20,24,0,584,27.91,2021-11-08 11:28:08
King County,2020-05-31 00:00:00,0,293,293,41.86,22,25,90,75,54,16,10,1,592,27.78,2021-11-08 11:28:08
King County,2020-06-07 00:00:00,0,335,335,47.86,20,16,132,60,42,39,26,0,762,36.58,2021-11-08 11:28:08
King County,2020-06-14 00:00:00,0,492,492,70.29,33,32,181,129,77,22,18,0,1230,61.13,2021-11-08 11:28:08
King County,2020-06-21 00:00:00,0,890,890,127.14,43,109,378,193,109,36,22,0,1821,90.72,2021-11-08 11:28:08
King County,2020-06-28 00:00:00,0,1161,1161,165.86,54,176,543,183,141,42,22,0,2159,104.03,2021-11-08 11:28:08
King County,2020-07-05 00:00:00,3,1188,1191,170.14,69,124,481,254,176,68,18,1,2242,107.62,2021-11-08 11:28:08
King County,2020-07-12 00:00:00,28,1214,1242,177.43,77,114,460,298,200,63,29,1,2246,107.53,2021-11-08 11:28:08
King County,2020-07-19 00:00:00,19,1170,1189,169.86,94,91,417,266,225,74,22,0,2078,101.38,2021-11-08 11:28:08
King County,2020-07-26 00:00:00,31,1072,1103,157.57,95,119,328,252,166,93,47,3,1866,92.36,2021-11-08 11:28:08
King County,2020-08-02 00:00:00,11,974,985,140.71,74,148,277,224,171,66,25,0,1823,88.42,2021-11-08 11:28:08
King County,2020-08-09 00:00:00,23,991,1014,144.86,70,106,299,266,172,67,34,0,1679,80.86,2021-11-08 11:28:08
King County,2020-08-16 00:00:00,22,792,814,116.29,65,84,252,199,126,68,20,0,1461,72.36,2021-11-08 11:28:08
King County,2020-08-23 00:00:00,18,804,822,117.43,65,110,254,185,142,53,13,0,1383,66.66,2021-11-08 11:28:08
King County,2020-08-30 00:00:00,24,661,685,97.86,50,74,245,148,104,44,20,0,1135,55.91,2021-11-08 11:28:08
King County,2020-09-06 00:00:00,7,572,579,82.71,37,92,185,128,90,36,11,0,1050,50.47,2021-11-08 11:28:08
King County,2020-09-13 00:00:00,7,555,562,80.29,30,61,207,123,106,24,11,0,1146,55.11,2021-11-08 11:28:08
King County,2020-09-20 00:00:00,5,679,684,97.71,38,62,233,175,125,38,13,0,1483,77.05,2021-11-08 11:28:08
King County,2020-09-27 00:00:00,17,1041,1058,151.14,70,189,328,219,162,69,21,0,1900,93.64,2021-11-08 11:28:08
King County,2020-10-04 00:00:00,20,1039,1059,151.29,90,127,336,270,150,65,18,3,1930,94.13,2021-11-08 11:28:08
King County,2020-10-11 00:00:00,21,1048,1069,152.71,80,118,355,283,162,59,12,0,2243,108.9,2021-11-08 11:28:08
King County,2020-10-18 00:00:00,23,1370,1393,199,97,122,484,346,218,93,33,0,3041,150.43,2021-11-08 11:28:08
King County,2020-10-25 00:00:00,35,1973,2008,286.86,178,182,737,491,289,106,25,0,4648,229.08,2021-11-08 11:28:08
King County,2020-11-01 00:00:00,43,3128,3171,453,218,313,1153,762,518,167,38,2,6868,335.72,2021-11-08 11:28:08
King County,2020-11-08 00:00:00,54,4365,4419,631.29,319,403,1525,1118,685,277,92,0,8878,429.8,2021-11-08 11:28:08
King County,2020-11-15 00:00:00,57,5241,5298,756.86,360,479,1771,1378,872,321,116,1,9158,435.38,2021-11-08 11:28:08
King County,2020-11-22 00:00:00,28,4517,4545,649.29,281,404,1483,1137,825,295,118,2,8864,429.76,2021-11-08 11:28:08
King County,2020-11-29 00:00:00,56,5115,5171,738.71,351,501,1586,1242,909,401,180,1,9054,432.32,2021-11-08 11:28:08
King County,2020-12-06 00:00:00,102,4501,4603,657.57,306,414,1468,1094,790,362,166,3,7997,378.76,2021-11-08 11:28:08
King County,2020-12-13 00:00:00,118,3842,3960,565.71,240,326,1213,966,735,319,160,1,6518,308.74,2021-11-08 11:28:08
King County,2020-12-20 00:00:00,105,2915,3020,431.43,195,267,891,700,595,261,110,1,6320,307.15,2021-11-08 11:28:08
King County,2020-12-27 00:00:00,114,3810,3924,560.57,251,373,1233,965,699,278,123,2,7634,368.59,2021-11-08 11:28:08
King County,2021-01-03 00:00:00,198,4211,4409,629.86,313,386,1536,1064,702,280,126,2,6918,328.34,2021-11-08 11:28:08
King County,2021-01-10 00:00:00,73,2941,3014,430.57,227,278,938,707,534,233,97,0,5052,242.48,2021-11-08 11:28:08
King County,2021-01-17 00:00:00,88,2380,2468,352.57,203,227,799,567,437,148,86,1,4220,202.54,2021-11-08 11:28:08
King County,2021-01-24 00:00:00,134,1977,2111,301.57,159,200,579,529,396,178,68,2,3626,177.06,2021-11-08 11:28:08
King County,2021-01-31 00:00:00,176,1716,1892,270.29,158,219,548,457,336,133,41,0,2954,141.59,2021-11-08 11:28:08
King County,2021-02-07 00:00:00,98,1211,1309,187,115,132,400,281,232,112,37,0,2250,107.26,2021-11-08 11:28:08
King County,2021-02-14 00:00:00,105,1011,1116,159.43,70,105,367,271,204,85,13,1,2021,98.46,2021-11-08 11:28:08
King County,2021-02-21 00:00:00,98,1012,1110,158.57,82,123,352,289,179,69,13,3,2004,98.46,2021-11-08 11:28:08
King County,2021-02-28 00:00:00,142,974,1116,159.43,92,130,373,271,183,49,18,0,2104,105.67,2021-11-08 11:28:08
King County,2021-03-07 00:00:00,149,1124,1273,181.86,147,138,372,328,202,67,17,2,2478,123.27,2021-11-08 11:28:08
