County,WeekStartDate,ProbableCases,ConfirmedCases,7-Day Count,7-Day Average,Age 0-11,Age 12-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnkAge,14-Day Count,14-Day Case Rate,dtm_updated
Stevens County,2020-07-12 00:00:00,0,17,17,2.43,2,2,3,3,5,2,0,0,31,69.69,2021-11-08 11:28:08
Stevens County,2020-07-19 00:00:00,0,15,15,2.14,0,1,4,5,2,3,0,0,29,84.93,2021-11-08 11:28:08
Stevens County,2020-07-26 00:00:00,0,24,24,3.43,4,6,3,8,1,2,0,0,43,93.64,2021-11-08 11:28:08
Stevens County,2020-08-02 00:00:00,0,19,19,2.71,0,0,4,4,7,3,1,0,25,56.62,2021-11-08 11:28:08
Stevens County,2020-08-09 00:00:00,0,7,7,1,0,1,2,1,1,1,1,0,12,26.13,2021-11-08 11:28:08
Stevens County,2020-08-16 00:00:00,0,5,5,0.71,0,0,2,1,2,0,0,0,7,19.6,2021-11-08 11:28:08
Stevens County,2020-08-23 00:00:00,0,4,4,0.57,2,0,0,2,0,0,0,0,11,23.95,2021-11-08 11:28:08
Stevens County,2020-08-30 00:00:00,0,7,7,1,0,0,3,0,3,0,1,0,11,23.95,2021-11-08 11:28:08
Stevens County,2020-09-06 00:00:00,0,4,4,0.57,0,0,2,1,1,0,0,0,22,52.26,2021-11-08 11:28:08
Stevens County,2020-09-13 00:00:00,1,19,20,2.86,1,1,1,4,1,5,7,0,43,95.82,2021-11-08 11:28:08
Stevens County,2020-09-20 00:00:00,1,23,24,3.43,0,1,8,5,4,0,6,0,45,100.17,2021-11-08 11:28:08
Stevens County,2020-09-27 00:00:00,0,22,22,3.14,0,1,6,4,7,4,0,0,40,91.46,2021-11-08 11:28:08
Stevens County,2020-10-04 00:00:00,0,20,20,2.86,0,2,5,5,5,2,1,0,38,91.46,2021-11-08 11:28:08
Stevens County,2020-10-11 00:00:00,2,20,22,3.14,1,3,6,5,5,0,2,0,35,84.93,2021-11-08 11:28:08
Stevens County,2020-10-18 00:00:00,4,13,17,2.43,1,3,4,4,4,0,1,0,51,137.2,2021-11-08 11:28:08
Stevens County,2020-10-25 00:00:00,2,44,46,6.57,4,8,8,11,6,8,1,0,105,248.26,2021-11-08 11:28:08
Stevens County,2020-11-01 00:00:00,7,61,68,9.71,4,5,15,14,18,9,3,0,171,391.99,2021-11-08 11:28:08
Stevens County,2020-11-08 00:00:00,9,103,112,16,4,5,22,21,34,20,6,0,250,581.45,2021-11-08 11:28:08
Stevens County,2020-11-15 00:00:00,24,131,155,22.14,3,14,27,42,30,34,5,0,264,603.22,2021-11-08 11:28:08
Stevens County,2020-11-22 00:00:00,13,109,122,17.43,5,8,28,26,32,16,7,0,255,618.47,2021-11-08 11:28:08
Stevens County,2020-11-29 00:00:00,24,138,162,23.14,8,21,28,39,33,26,7,0,260,592.33,2021-11-08 11:28:08
Stevens County,2020-12-06 00:00:00,24,86,110,15.71,5,7,29,20,22,16,11,0,198,450.78,2021-11-08 11:28:08
Stevens County,2020-12-13 00:00:00,9,88,97,13.86,4,5,27,20,26,13,2,0,138,317.94,2021-11-08 11:28:08
Stevens County,2020-12-20 00:00:00,3,46,49,7,1,7,14,10,8,8,1,0,94,215.59,2021-11-08 11:28:08
Stevens County,2020-12-27 00:00:00,2,48,50,7.14,0,5,17,7,11,5,5,0,147,341.9,2021-11-08 11:28:08
Stevens County,2021-01-03 00:00:00,5,102,107,15.29,2,8,22,19,27,27,2,0,149,348.43,2021-11-08 11:28:08
Stevens County,2021-01-10 00:00:00,4,49,53,7.57,5,6,12,7,12,9,2,0,99,235.19,2021-11-08 11:28:08
Stevens County,2021-01-17 00:00:00,3,52,55,7.86,3,6,8,14,11,10,3,0,112,256.97,2021-11-08 11:28:08
Stevens County,2021-01-24 00:00:00,2,61,63,9,2,4,14,13,14,12,4,0,93,211.24,2021-11-08 11:28:08
Stevens County,2021-01-31 00:00:00,4,30,34,4.86,1,3,12,0,8,6,4,0,58,132.84,2021-11-08 11:28:08
Stevens County,2021-02-07 00:00:00,3,24,27,3.86,0,3,4,10,7,3,0,0,48,115.42,2021-11-08 11:28:08
Stevens County,2021-02-14 00:00:00,2,24,26,3.71,2,3,5,8,8,0,0,0,62,145.91,2021-11-08 11:28:08
Stevens County,2021-02-21 00:00:00,1,40,41,5.86,1,4,20,7,4,5,0,0,82,200.35,2021-11-08 11:28:08
Stevens County,2021-02-28 00:00:00,12,39,51,7.29,4,6,7,14,15,5,0,0,75,165.51,2021-11-08 11:28:08
Stevens County,2021-03-07 00:00:00,0,25,25,3.57,1,0,5,2,7,9,1,0,46,100.17,2021-11-08 11:28:08
Stevens County,2021-03-14 00:00:00,2,19,21,3,0,0,4,4,7,5,1,0,58,130.66,2021-11-08 11:28:08
Stevens County,2021-03-21 00:00:00,1,38,39,5.57,1,1,6,11,8,9,3,0,78,191.64,2021-11-08 11:28:08
Stevens County,2021-03-28 00:00:00,2,47,49,7,2,8,8,13,10,5,3,0,104,243.9,2021-11-08 11:28:08
Stevens County,2021-04-04 00:00:00,3,60,63,9,1,7,20,12,14,6,3,0,114,278.75,2021-11-08 11:28:08
Stevens County,2021-04-11 00:00:00,4,61,65,9.29,7,7,12,17,12,9,1,0,137,320.12,2021-11-08 11:28:08
Stevens County,2021-04-18 00:00:00,7,75,82,11.71,1,9,19,17,18,11,7,0,133,311.41,2021-11-08 11:28:08
Stevens County,2021-04-25 00:00:00,6,55,61,8.71,4,6,14,14,15,8,0,0,102,237.37,2021-11-08 11:28:08
Stevens County,2021-05-02 00:00:00,12,36,48,6.86,4,3,12,8,13,8,0,0,106,267.86,2021-11-08 11:28:08
Stevens County,2021-05-09 00:00:00,4,71,75,10.71,6,11,17,17,14,7,3,0,114,265.68,2021-11-08 11:28:08
Stevens County,2021-05-16 00:00:00,5,42,47,6.71,6,2,9,11,11,5,3,0,68,163.33,2021-11-08 11:28:08
Stevens County,2021-05-23 00:00:00,3,25,28,4,4,3,4,4,10,2,1,0,43,117.6,2021-11-08 11:28:08
Stevens County,2021-05-30 00:00:00,5,21,26,3.71,5,6,5,8,2,0,0,0,45,111.06,2021-11-08 11:28:08
Stevens County,2021-06-06 00:00:00,1,24,25,3.57,2,4,6,4,6,3,0,0,38,89.29,2021-11-08 11:28:08
Stevens County,2021-06-13 00:00:00,0,16,16,2.29,0,3,2,2,4,3,2,0,28,67.51,2021-11-08 11:28:08
Stevens County,2021-06-20 00:00:00,0,15,15,2.14,1,2,2,6,1,3,0,0,28,60.98,2021-11-08 11:28:08
Stevens County,2021-06-27 00:00:00,2,11,13,1.86,0,0,2,4,3,2,2,0,20,50.09,2021-11-08 11:28:08
Stevens County,2021-07-04 00:00:00,0,10,10,1.43,0,3,1,5,1,0,0,0,23,54.44,2021-11-08 11:28:08
Stevens County,2021-07-11 00:00:00,2,13,15,2.14,0,2,2,5,3,3,0,0,39,98,2021-11-08 11:28:08
Stevens County,2021-07-18 00:00:00,4,26,30,4.29,0,6,2,8,8,4,2,0,80,191.64,2021-11-08 11:28:08
Stevens County,2021-07-25 00:00:00,9,49,58,8.29,3,5,15,12,15,7,0,1,148,352.79,2021-11-08 11:28:08
Stevens County,2021-08-01 00:00:00,11,93,104,14.86,5,9,29,18,28,10,5,0,201,496.52,2021-11-08 11:28:08
Stevens County,2021-08-08 00:00:00,18,106,124,17.71,10,17,27,21,29,15,5,0,247,559.67,2021-11-08 11:28:08
Stevens County,2021-08-15 00:00:00,21,112,133,19,4,6,26,42,33,19,3,0,325,773.08,2021-11-08 11:28:08
Stevens County,2021-08-22 00:00:00,43,179,222,31.71,17,13,39,57,49,37,10,0,464,1088.85,2021-11-08 11:28:08
Stevens County,2021-08-29 00:00:00,57,221,278,39.71,16,20,53,74,61,42,12,0,548,1328.4,2021-11-08 11:28:08
Stevens County,2021-09-05 00:00:00,79,253,332,47.43,28,34,71,66,65,47,21,0,549,1376.31,2021-11-08 11:28:08
Stevens County,2021-09-12 00:00:00,77,223,300,42.86,34,49,49,41,55,43,29,0,463,1204.27,2021-11-08 11:28:08
Stevens County,2021-09-19 00:00:00,59,194,253,36.14,42,48,42,45,46,23,6,1,413,1051.83,2021-11-08 11:28:08
Stevens County,2021-09-26 00:00:00,67,163,230,32.86,26,44,54,36,42,21,7,0,368,918.99,2021-11-08 11:28:08
Stevens County,2021-10-03 00:00:00,44,148,192,27.43,21,33,32,37,37,23,9,0,311,736.06,2021-11-08 11:28:08
Stevens County,2021-10-10 00:00:00,32,114,146,20.86,13,14,25,36,32,19,6,1,273,664.2,2021-11-08 11:28:08
Stevens County,2021-10-17 00:00:00,38,121,159,22.71,14,18,33,37,34,16,7,0,226,555.31,2021-11-08 11:28:08
Stevens County,2021-10-24 00:00:00,23,73,96,13.71,15,14,12,21,19,13,2,0,169,402.87,2021-11-08 11:28:08
Stevens County,2021-10-31 00:00:00,15,74,89,12.71,9,7,15,13,25,18,2,0,16,0,2021-11-08 11:28:08
Thurston County,2020-01-19 00:00:00,0,1,1,0.14,0,0,0,0,0,1,0,0,1,0.34,2021-11-08 11:28:08
Thurston County,2020-03-08 00:00:00,0,6,6,0.86,0,0,1,2,2,1,0,0,20,6.87,2021-11-08 11:28:08
Thurston County,2020-03-15 00:00:00,0,14,14,2,0,0,2,4,8,0,0,0,45,15.46,2021-11-08 11:28:08
Thurston County,2020-03-22 00:00:00,0,31,31,4.43,0,0,1,11,11,6,2,0,56,19.59,2021-11-08 11:28:08
Thurston County,2020-03-29 00:00:00,0,26,26,3.71,0,1,7,6,9,3,0,0,34,11.68,2021-11-08 11:28:08
Thurston County,2020-04-05 00:00:00,0,8,8,1.14,0,0,2,0,2,4,0,0,20,7.22,2021-11-08 11:28:08
Thurston County,2020-04-12 00:00:00,0,13,13,1.86,0,1,4,4,2,2,0,0,21,7.9,2021-11-08 11:28:08
Thurston County,2020-04-19 00:00:00,0,10,10,1.43,1,1,0,2,2,4,0,0,16,5.84,2021-11-08 11:28:08
Thurston County,2020-04-26 00:00:00,0,7,7,1,1,0,1,1,3,1,0,0,15,5.84,2021-11-08 11:28:08
Thurston County,2020-05-03 00:00:00,0,10,10,1.43,2,0,1,4,2,0,1,0,13,4.47,2021-11-08 11:28:08
Thurston County,2020-05-10 00:00:00,0,3,3,0.43,0,0,0,1,1,1,0,0,7,2.41,2021-11-08 11:28:08
Thurston County,2020-05-17 00:00:00,0,4,4,0.57,0,0,0,3,0,1,0,0,26,9.28,2021-11-08 11:28:08
Thurston County,2020-05-24 00:00:00,0,23,23,3.29,1,0,2,2,7,5,6,0,44,15.12,2021-11-08 11:28:08
Thurston County,2020-05-31 00:00:00,0,21,21,3,0,0,6,3,5,3,4,0,48,16.84,2021-11-08 11:28:08
Thurston County,2020-06-07 00:00:00,0,28,28,4,0,1,10,6,2,3,6,0,44,16.49,2021-11-08 11:28:08
Thurston County,2020-06-14 00:00:00,0,20,20,2.86,0,4,8,3,4,1,0,0,57,21.31,2021-11-08 11:28:08
Thurston County,2020-06-21 00:00:00,0,42,42,6,1,4,19,10,4,4,0,0,87,32.99,2021-11-08 11:28:08
Thurston County,2020-06-28 00:00:00,0,54,54,7.71,6,3,27,8,6,4,0,0,135,51.2,2021-11-08 11:28:08
Thurston County,2020-07-05 00:00:00,3,92,95,13.57,3,11,29,16,28,5,2,1,192,70.1,2021-11-08 11:28:08
Thurston County,2020-07-12 00:00:00,0,109,109,15.57,9,3,36,26,23,7,4,1,182,66.32,2021-11-08 11:28:08
Thurston County,2020-07-19 00:00:00,2,82,84,12,4,7,35,18,14,3,3,0,155,60.48,2021-11-08 11:28:08
Thurston County,2020-07-26 00:00:00,4,88,92,13.14,12,9,19,27,18,7,0,0,170,65.64,2021-11-08 11:28:08
Thurston County,2020-08-02 00:00:00,4,95,99,14.14,11,10,26,22,23,6,1,0,158,58.08,2021-11-08 11:28:08
Thurston County,2020-08-09 00:00:00,6,64,70,10,6,5,22,16,13,6,2,0,127,48.45,2021-11-08 11:28:08
Thurston County,2020-08-16 00:00:00,2,69,71,10.14,5,9,20,13,15,9,0,0,126,45.36,2021-11-08 11:28:08
Thurston County,2020-08-23 00:00:00,4,57,61,8.71,3,3,28,14,9,4,0,0,95,37.46,2021-11-08 11:28:08
Thurston County,2020-08-30 00:00:00,14,34,48,6.86,7,7,14,12,6,2,0,0,80,30.58,2021-11-08 11:28:08
Thurston County,2020-09-06 00:00:00,10,31,41,5.86,4,5,14,8,5,5,0,0,78,29.21,2021-11-08 11:28:08
Thurston County,2020-09-13 00:00:00,8,36,44,6.29,1,6,14,9,8,6,0,0,116,45.02,2021-11-08 11:28:08
Thurston County,2020-09-20 00:00:00,9,78,87,12.43,6,9,18,16,19,16,3,0,190,69.76,2021-11-08 11:28:08
Thurston County,2020-09-27 00:00:00,14,102,116,16.57,5,8,35,26,25,13,4,0,220,82.47,2021-11-08 11:28:08
Thurston County,2020-10-04 00:00:00,14,110,124,17.71,8,12,32,29,18,16,9,0,251,95.53,2021-11-08 11:28:08
Thurston County,2020-10-11 00:00:00,12,142,154,22,13,14,36,22,14,24,31,0,291,104.47,2021-11-08 11:28:08
Thurston County,2020-10-18 00:00:00,6,144,150,21.43,5,8,39,31,34,17,16,0,315,116.84,2021-11-08 11:28:08
Thurston County,2020-10-25 00:00:00,6,184,190,27.14,14,11,37,57,29,25,17,0,428,166.32,2021-11-08 11:28:08
Thurston County,2020-11-01 00:00:00,19,275,294,42,24,32,93,69,39,25,12,0,624,235.4,2021-11-08 11:28:08
Thurston County,2020-11-08 00:00:00,23,368,391,55.86,25,36,101,98,83,37,11,0,744,272.51,2021-11-08 11:28:08
Thurston County,2020-11-15 00:00:00,15,387,402,57.43,19,30,140,110,74,23,5,1,660,245.02,2021-11-08 11:28:08
Thurston County,2020-11-22 00:00:00,15,296,311,44.43,28,25,94,69,61,29,5,0,633,238.83,2021-11-08 11:28:08
Thurston County,2020-11-29 00:00:00,22,362,384,54.86,31,31,123,91,70,26,10,2,686,252.58,2021-11-08 11:28:08
Thurston County,2020-12-06 00:00:00,32,319,351,50.14,21,28,123,73,75,22,9,0,636,242.61,2021-11-08 11:28:08
Thurston County,2020-12-13 00:00:00,26,329,355,50.71,26,44,101,87,63,22,12,0,594,220.62,2021-11-08 11:28:08
Thurston County,2020-12-20 00:00:00,22,265,287,41,14,34,87,82,43,24,3,0,630,238.14,2021-11-08 11:28:08
Thurston County,2020-12-27 00:00:00,34,372,406,58,30,33,131,90,84,30,8,0,804,304.47,2021-11-08 11:28:08
Thurston County,2021-01-03 00:00:00,46,434,480,68.57,31,51,171,117,72,24,13,1,826,302.75,2021-11-08 11:28:08
Thurston County,2021-01-10 00:00:00,35,366,401,57.29,13,42,144,83,80,26,13,0,723,271.82,2021-11-08 11:28:08
Thurston County,2021-01-17 00:00:00,31,359,390,55.71,39,29,147,79,70,19,6,1,642,236.43,2021-11-08 11:28:08
Thurston County,2021-01-24 00:00:00,40,258,298,42.57,17,29,104,52,65,23,7,1,499,191.75,2021-11-08 11:28:08
Thurston County,2021-01-31 00:00:00,38,222,260,37.14,17,42,68,61,42,19,10,1,382,139.86,2021-11-08 11:28:08
Thurston County,2021-02-07 00:00:00,30,117,147,21,8,17,47,36,23,11,5,0,280,110.65,2021-11-08 11:28:08
Thurston County,2021-02-14 00:00:00,47,128,175,25,18,24,43,45,19,21,5,0,310,115.12,2021-11-08 11:28:08
Thurston County,2021-02-21 00:00:00,34,126,160,22.86,8,17,58,31,30,12,4,0,263,100.69,2021-11-08 11:28:08
Thurston County,2021-02-28 00:00:00,24,109,133,19,11,19,31,36,25,10,1,0,239,89.35,2021-11-08 11:28:08
Thurston County,2021-03-07 00:00:00,14,113,127,18.14,8,13,29,41,24,10,2,0,230,88.32,2021-11-08 11:28:08
Thurston County,2021-03-14 00:00:00,21,109,130,18.57,6,21,42,24,22,12,3,0,286,107.9,2021-11-08 11:28:08
Thurston County,2021-03-21 00:00:00,27,157,184,26.29,15,13,66,49,22,15,4,0,342,128.87,2021-11-08 11:28:08
Thurston County,2021-03-28 00:00:00,39,152,191,27.29,23,10,64,47,39,4,2,2,393,149.83,2021-11-08 11:28:08
Thurston County,2021-04-04 00:00:00,49,196,245,35,16,27,85,57,40,17,3,0,482,187.29,2021-11-08 11:28:08
Thurston County,2021-04-11 00:00:00,68,232,300,42.86,25,38,92,76,51,12,6,0,582,224.05,2021-11-08 11:28:08
Thurston County,2021-04-18 00:00:00,60,292,352,50.29,38,32,123,85,43,18,11,2,613,239.18,2021-11-08 11:28:08
Thurston County,2021-04-25 00:00:00,72,272,344,49.14,38,45,130,70,41,18,1,1,601,234.36,2021-11-08 11:28:08
Thurston County,2021-05-02 00:00:00,78,260,338,48.29,36,45,100,91,49,12,5,0,553,218.21,2021-11-08 11:28:08
Thurston County,2021-05-09 00:00:00,66,231,297,42.43,49,33,87,73,36,14,5,0,479,185.22,2021-11-08 11:28:08
Thurston County,2021-05-16 00:00:00,60,182,242,34.57,30,30,64,61,34,19,4,0,399,157.04,2021-11-08 11:28:08
Thurston County,2021-05-23 00:00:00,48,167,215,30.71,32,26,75,46,24,10,2,0,312,118.56,2021-11-08 11:28:08
Thurston County,2021-05-30 00:00:00,28,102,130,18.57,16,17,38,31,16,8,4,0,244,96.22,2021-11-08 11:28:08
Thurston County,2021-06-06 00:00:00,36,114,150,21.43,14,22,32,41,29,9,3,0,249,96.56,2021-11-08 11:28:08
Thurston County,2021-06-13 00:00:00,30,101,131,18.71,18,14,36,27,30,6,0,0,217,83.85,2021-11-08 11:28:08
Thurston County,2021-06-20 00:00:00,28,85,113,16.14,13,14,39,26,13,4,4,0,200,78.69,2021-11-08 11:28:08
Thurston County,2021-06-27 00:00:00,21,95,116,16.57,22,7,42,23,14,5,1,2,246,95.53,2021-11-08 11:28:08
Thurston County,2021-07-04 00:00:00,37,125,162,23.14,22,10,49,47,19,12,3,0,298,113.75,2021-11-08 11:28:08
Thurston County,2021-07-11 00:00:00,41,128,169,24.14,9,24,58,43,22,10,3,0,396,159.45,2021-11-08 11:28:08
Thurston County,2021-07-18 00:00:00,81,214,295,42.14,31,37,100,77,36,13,1,0,638,246.74,2021-11-08 11:28:08
Thurston County,2021-07-25 00:00:00,94,329,423,60.43,46,34,146,98,58,32,9,0,946,365.64,2021-11-08 11:28:08
Thurston County,2021-08-01 00:00:00,160,481,641,91.57,66,52,210,144,99,48,19,3,1209,473.88,2021-11-08 11:28:08
Thurston County,2021-08-08 00:00:00,173,565,738,105.43,94,76,203,176,100,61,26,2,1322,499.31,2021-11-08 11:28:08
Thurston County,2021-08-15 00:00:00,179,536,715,102.14,60,71,187,160,139,74,22,2,1355,517.87,2021-11-08 11:28:08
Thurston County,2021-08-22 00:00:00,182,610,792,113.14,88,64,236,176,131,80,15,2,1332,508.25,2021-11-08 11:28:08
Thurston County,2021-08-29 00:00:00,140,547,687,98.14,84,63,187,161,119,58,15,0,1226,472.85,2021-11-08 11:28:08
Thurston County,2021-09-05 00:00:00,103,586,689,98.43,84,66,164,168,88,78,40,1,1215,481.79,2021-11-08 11:28:08
Thurston County,2021-09-12 00:00:00,115,598,713,101.86,110,77,175,151,98,71,30,1,1237,509.97,2021-11-08 11:28:08
Thurston County,2021-09-19 00:00:00,142,629,771,110.14,132,115,172,172,102,60,17,1,1290,512.37,2021-11-08 11:28:08
Thurston County,2021-09-26 00:00:00,159,561,720,102.86,125,76,171,155,102,67,22,2,1090,439.18,2021-11-08 11:28:08
Thurston County,2021-10-03 00:00:00,93,465,558,79.71,95,93,115,122,80,45,8,0,1007,405.5,2021-11-08 11:28:08
Thurston County,2021-10-10 00:00:00,104,518,622,88.86,91,82,122,158,104,51,14,0,1067,428.52,2021-11-08 11:28:08
Thurston County,2021-10-17 00:00:00,84,541,625,89.29,105,75,124,127,119,57,17,1,1023,398.97,2021-11-08 11:28:08
Thurston County,2021-10-24 00:00:00,77,459,536,76.57,83,55,106,132,94,49,11,6,824,320.96,2021-11-08 11:28:08
Thurston County,2021-10-31 00:00:00,76,322,398,56.86,68,42,85,86,74,34,9,0,110,0,2021-11-08 11:28:08
Wahkiakum County,2020-03-29 00:00:00,0,2,2,0.29,0,0,0,1,1,0,0,0,2,47.51,2021-11-08 11:28:08
Wahkiakum County,2020-05-03 00:00:00,0,2,2,0.29,0,0,0,1,1,0,0,0,2,47.51,2021-11-08 11:28:08
Wahkiakum County,2020-06-14 00:00:00,0,1,1,0.14,0,0,0,1,0,0,0,0,2,47.51,2021-11-08 11:28:08
Wahkiakum County,2020-06-21 00:00:00,0,1,1,0.14,0,0,0,0,1,0,0,0,1,23.75,2021-11-08 11:28:08
Wahkiakum County,2020-08-16 00:00:00,0,1,1,0.14,0,0,0,0,0,1,0,0,1,23.75,2021-11-08 11:28:08
Wahkiakum County,2020-10-04 00:00:00,0,1,1,0.14,0,0,0,0,1,0,0,0,3,71.26,2021-11-08 11:28:08
Wahkiakum County,2020-10-11 00:00:00,0,2,2,0.29,0,0,0,0,2,0,0,0,2,47.51,2021-11-08 11:28:08
Wahkiakum County,2020-10-25 00:00:00,0,1,1,0.14,0,0,0,0,1,0,0,0,2,47.51,2021-11-08 11:28:08
Wahkiakum County,2020-11-01 00:00:00,0,1,1,0.14,0,0,1,0,0,0,0,0,5,118.76,2021-11-08 11:28:08
Wahkiakum County,2020-11-08 00:00:00,0,4,4,0.57,0,0,1,0,3,0,0,0,11,261.28,2021-11-08 11:28:08
Wahkiakum County,2020-11-15 00:00:00,0,7,7,1,0,0,2,1,3,1,0,0,16,427.55,2021-11-08 11:28:08
Wahkiakum County,2020-11-22 00:00:00,0,11,11,1.57,2,0,3,0,5,1,0,0,18,451.31,2021-11-08 11:28:08
Wahkiakum County,2020-11-29 00:00:00,0,8,8,1.14,1,0,1,2,4,0,0,0,9,237.53,2021-11-08 11:28:08
Wahkiakum County,2020-12-06 00:00:00,0,2,2,0.29,0,1,1,0,0,0,0,0,3,118.76,2021-11-08 11:28:08
Wahkiakum County,2020-12-13 00:00:00,0,3,3,0.43,0,2,0,1,0,0,0,0,5,142.52,2021-11-08 11:28:08
Wahkiakum County,2020-12-20 00:00:00,0,3,3,0.43,0,1,0,2,0,0,0,0,6,142.52,2021-11-08 11:28:08
Wahkiakum County,2020-12-27 00:00:00,0,3,3,0.43,0,0,0,1,2,0,0,0,10,237.53,2021-11-08 11:28:08
Wahkiakum County,2021-01-03 00:00:00,0,7,7,1,0,0,1,3,1,2,0,0,11,308.79,2021-11-08 11:28:08
Wahkiakum County,2021-01-10 00:00:00,0,6,6,0.86,1,1,0,1,3,0,0,0,8,190.02,2021-11-08 11:28:08
Wahkiakum County,2021-01-17 00:00:00,0,2,2,0.29,0,0,0,1,0,1,0,0,6,190.02,2021-11-08 11:28:08
Wahkiakum County,2021-01-24 00:00:00,1,5,6,0.86,0,2,1,1,1,0,1,0,6,142.52,2021-11-08 11:28:08
Wahkiakum County,2021-02-07 00:00:00,0,6,6,0.86,0,0,2,3,0,1,0,0,12,427.55,2021-11-08 11:28:08
Wahkiakum County,2021-02-14 00:00:00,0,12,12,1.71,4,2,0,2,2,0,2,0,17,451.31,2021-11-08 11:28:08
Wahkiakum County,2021-02-21 00:00:00,2,5,7,1,0,2,2,1,0,2,0,0,9,285.04,2021-11-08 11:28:08
Wahkiakum County,2021-02-28 00:00:00,0,5,5,0.71,1,2,1,1,0,0,0,0,5,118.76,2021-11-08 11:28:08
Wahkiakum County,2021-03-21 00:00:00,1,0,1,0.14,0,0,0,0,1,0,0,0,1,23.75,2021-11-08 11:28:08
Wahkiakum County,2021-04-04 00:00:00,0,2,2,0.29,0,0,2,0,0,0,0,0,4,118.76,2021-11-08 11:28:08
Wahkiakum County,2021-04-11 00:00:00,0,3,3,0.43,0,1,1,0,1,0,0,0,3,71.26,2021-11-08 11:28:08
Wahkiakum County,2021-04-25 00:00:00,0,1,1,0.14,0,0,0,0,0,0,1,0,2,47.51,2021-11-08 11:28:08
Wahkiakum County,2021-05-02 00:00:00,0,1,1,0.14,0,0,1,0,0,0,0,0,5,190.02,2021-11-08 11:28:08
Wahkiakum County,2021-05-09 00:00:00,3,4,7,1,1,2,3,1,0,0,0,0,16,475.06,2021-11-08 11:28:08
Wahkiakum County,2021-05-16 00:00:00,2,11,13,1.86,2,2,5,1,2,0,1,0,20,475.06,2021-11-08 11:28:08
Wahkiakum County,2021-05-23 00:00:00,0,7,7,1,0,0,1,4,2,0,0,0,14,356.29,2021-11-08 11:28:08
Wahkiakum County,2021-05-30 00:00:00,0,8,8,1.14,0,1,0,4,2,0,1,0,17,427.55,2021-11-08 11:28:08
Wahkiakum County,2021-06-06 00:00:00,1,9,10,1.43,0,1,4,2,2,0,1,0,11,261.28,2021-11-08 11:28:08
Wahkiakum County,2021-06-13 00:00:00,0,1,1,0.14,0,0,0,1,0,0,0,0,2,47.51,2021-11-08 11:28:08
Wahkiakum County,2021-06-20 00:00:00,0,1,1,0.14,0,0,0,0,1,0,0,0,1,23.75,2021-11-08 11:28:08
Wahkiakum County,2021-07-04 00:00:00,0,1,1,0.14,0,0,0,0,0,0,1,0,1,23.75,2021-11-08 11:28:08
Wahkiakum County,2021-07-18 00:00:00,1,2,3,0.43,0,0,1,1,1,0,0,0,8,308.79,2021-11-08 11:28:08
Wahkiakum County,2021-07-25 00:00:00,4,6,10,1.43,2,3,1,2,1,0,1,0,15,356.29,2021-11-08 11:28:08
Wahkiakum County,2021-08-01 00:00:00,2,3,5,0.71,0,0,0,1,2,2,0,0,13,356.29,2021-11-08 11:28:08
Wahkiakum County,2021-08-08 00:00:00,3,7,10,1.43,1,1,3,2,3,0,0,0,19,498.81,2021-11-08 11:28:08
Wahkiakum County,2021-08-15 00:00:00,1,10,11,1.57,0,2,3,3,1,2,0,0,21,522.57,2021-11-08 11:28:08
Wahkiakum County,2021-08-22 00:00:00,4,7,11,1.57,1,0,3,6,0,1,0,0,15,356.29,2021-11-08 11:28:08
Wahkiakum County,2021-08-29 00:00:00,0,4,4,0.57,0,0,1,1,0,1,1,0,9,403.8,2021-11-08 11:28:08
Wahkiakum County,2021-09-05 00:00:00,1,12,13,1.86,6,2,3,0,1,1,0,0,20,546.32,2021-11-08 11:28:08
Wahkiakum County,2021-09-12 00:00:00,0,10,10,1.43,0,3,0,3,1,3,0,0,19,451.31,2021-11-08 11:28:08
Wahkiakum County,2021-09-19 00:00:00,0,9,9,1.29,0,0,4,1,1,3,0,0,18,522.57,2021-11-08 11:28:08
Wahkiakum County,2021-09-26 00:00:00,0,13,13,1.86,2,2,1,5,1,2,0,0,17,498.81,2021-11-08 11:28:08
Wahkiakum County,2021-10-03 00:00:00,1,7,8,1.14,1,3,2,2,0,0,0,0,14,356.29,2021-11-08 11:28:08
Wahkiakum County,2021-10-10 00:00:00,3,4,7,1,0,1,0,1,3,2,0,0,13,403.8,2021-11-08 11:28:08
Wahkiakum County,2021-10-17 00:00:00,4,6,10,1.43,2,2,2,1,1,2,0,0,16,403.8,2021-11-08 11:28:08
Wahkiakum County,2021-10-24 00:00:00,1,6,7,1,0,1,1,1,2,2,0,0,7,166.27,2021-11-08 11:28:08
Walla Walla County,2020-03-15 00:00:00,0,2,2,0.29,0,0,1,1,0,0,0,0,7,11.19,2021-11-08 11:28:08
Walla Walla County,2020-03-22 00:00:00,0,5,5,0.71,0,0,1,1,1,2,0,0,12,20.77,2021-11-08 11:28:08
Walla Walla County,2020-03-29 00:00:00,0,8,8,1.14,0,1,0,4,2,1,0,0,18,28.76,2021-11-08 11:28:08
Walla Walla County,2020-04-05 00:00:00,0,10,10,1.43,0,0,6,1,2,1,0,0,21,35.16,2021-11-08 11:28:08
Walla Walla County,2020-04-12 00:00:00,0,12,12,1.71,0,1,3,5,2,1,0,0,42,71.91,2021-11-08 11:28:08
